yourlist:M2018111914483A1C7ED25EE8374758DF3FD545FD017488P	yourlist:M2018111914483A1C7ED25EE8374758DF3FD545FD017444B	Entry	Entry name	Status	Protein names	Gene ontology (GO)	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Cross-reference (REBASE)	Cross-reference (eggNOG)	Cross-reference (KO)	Cross-reference (OrthoDB)	Cross-reference (Pfam)	Cross-reference (KEGG)	Taxonomic lineage (CLASS)	Taxonomic lineage (FAMILY)	Taxonomic lineage (GENUS)	Taxonomic lineage (KINGDOM)	Taxonomic lineage (ORDER)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (SPECIES)	Protein families
arCOG01863		Q980M2	Q980M2_SULSO	unreviewed	Multiprotein Bridging Factor (MBP-like), putative (MBP-like)	sequence-specific DNA binding [GO:0043565]			sequence-specific DNA binding [GO:0043565]	GO:0043565		arCOG01863;COG1813;	K03627;	POG093Z0HI3;	PF01381;	sso:SSO0270;	Thermoprotei	Sulfolobaceae	Sulfolobus		Sulfolobales	Crenarchaeota	Sulfolobus solfataricus	
arCOG01863		Q9HJL9	Q9HJL9_THEAC	unreviewed	Uncharacterized protein	sequence-specific DNA binding [GO:0043565]			sequence-specific DNA binding [GO:0043565]	GO:0043565		arCOG01863;COG1813;	K03627;	POG093Z0HI3;	PF01381;	tac:Ta0948;	Thermoplasmata	Thermoplasmataceae	Thermoplasma		Thermoplasmatales	Euryarchaeota	Thermoplasma acidophilum	
arCOG01863		Q9HPT1	Q9HPT1_HALSA	unreviewed	Uncharacterized protein	sequence-specific DNA binding [GO:0043565]			sequence-specific DNA binding [GO:0043565]	GO:0043565		arCOG01863;COG1813;		POG093Z0JR0;		hal:VNG_1483C;	Halobacteria	Halobacteriaceae	Halobacterium		Halobacteriales	Euryarchaeota	Halobacterium salinarum (Halobacterium halobium)	
arCOG01863		Q9HQS3	Q9HQS3_HALSA	unreviewed	Uncharacterized protein	sequence-specific DNA binding [GO:0043565]			sequence-specific DNA binding [GO:0043565]	GO:0043565		arCOG01863;COG1813;	K03627;	POG093Z0HI3;	PF01381;	hal:VNG_1029C;	Halobacteria	Halobacteriaceae	Halobacterium		Halobacteriales	Euryarchaeota	Halobacterium salinarum (Halobacterium halobium)	
arCOG01863		Q9UZ72	Q9UZ72_PYRAB	unreviewed	DNA binding helix-turn helix protein (Transcription factor)	sequence-specific DNA binding [GO:0043565]			sequence-specific DNA binding [GO:0043565]	GO:0043565		arCOG01863;COG1813;	K03627;	POG093Z0HI3;	PF01381;	pab:PAB0842;	Thermococci	Thermococcaceae	Pyrococcus		Thermococcales	Euryarchaeota	Pyrococcus abyssi	
arCOG01863		Q9YAC8	Q9YAC8_AERPE	unreviewed	Putative HTH-type transcriptional regulator	sequence-specific DNA binding [GO:0043565]			sequence-specific DNA binding [GO:0043565]	GO:0043565		arCOG01863;COG1813;	K03627;	POG093Z0HI3;	PF01381;	ape:APE_2011.1;	Thermoprotei	Desulfurococcaceae	Aeropyrum		Desulfurococcales	Crenarchaeota	Aeropyrum pernix	
arCOG01863		S0APR3	S0APR3_FERAC	unreviewed	Transcription factor	sequence-specific DNA binding [GO:0043565]			sequence-specific DNA binding [GO:0043565]	GO:0043565		arCOG01863;COG1813;	K03627;	POG093Z0HI3;	PF01381;	fac:FACI_IFERC01G1273;	Thermoplasmata	Ferroplasmaceae	Ferroplasma		Thermoplasmatales	Euryarchaeota	Ferroplasma acidarmanus	
arCOG01863		S6CZB1	S6CZB1_9EURY	unreviewed	Uncharacterized HTH-type transcriptional regulator MJ0586	sequence-specific DNA binding [GO:0043565]			sequence-specific DNA binding [GO:0043565]	GO:0043565		arCOG01863;COG1813;	K03627;	POG093Z0HI3;	PF01381;	hti:HTIA_0538;	Halobacteria	Haloarculaceae	Halorhabdus		Halobacteriales	Euryarchaeota	Halorhabdus tiamatea	
arCOG01863		U2FCD7	U2FCD7_9EURY	unreviewed	XRE family transcriptional regulator protein	sequence-specific DNA binding [GO:0043565]			sequence-specific DNA binding [GO:0043565]	GO:0043565		arCOG01863;COG1813;		POG093Z0HI3;	PF01381;		Halobacteria	Haloarculaceae	Halorhabdus		Halobacteriales	Euryarchaeota	Halorhabdus tiamatea	
arCOG01875		A0A088E896	A0A088E896_9CREN	unreviewed	Nuclease (ParB domain protein nuclease)							arCOG01875;COG1475;			PF02195;		Thermoprotei	Sulfolobaceae	Metallosphaera		Sulfolobales	Crenarchaeota	Metallosphaera sedula	
arCOG01875		A1RZ35	A1RZ35_THEPD	unreviewed	ParB domain protein nuclease							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	tpe:Tpen_1066;	Thermoprotei	Thermofilaceae	Thermofilum		Thermoproteales	Crenarchaeota	Thermofilum pendens	
arCOG01875		A1S0L9	A1S0L9_THEPD	unreviewed	ParB domain protein nuclease							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	tpe:Tpen_1604;	Thermoprotei	Thermofilaceae	Thermofilum		Thermoproteales	Crenarchaeota	Thermofilum pendens	
arCOG01875		A2BN43	A2BN43_HYPBU	unreviewed	Putative transcriptional regulator							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	hbu:Hbut_1584;	Thermoprotei	Pyrodictiaceae	Hyperthermus		Desulfurococcales	Crenarchaeota	Hyperthermus butylicus	
arCOG01875		A3DM02	A3DM02_STAMF	unreviewed	ParB domain protein nuclease							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	smr:Smar_0555;	Thermoprotei	Desulfurococcaceae	Staphylothermus		Desulfurococcales	Crenarchaeota	Staphylothermus marinus	
arCOG01875		A4YIJ8	A4YIJ8_METS5	unreviewed	ParB domain protein nuclease							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	mse:Msed_2111;	Thermoprotei	Sulfolobaceae	Metallosphaera		Sulfolobales	Crenarchaeota	Metallosphaera sedula	
arCOG01875		A9A2I8	A9A2I8_NITMS	unreviewed	ParB-like partition protein	chromosome [GO:0005694]; DNA binding [GO:0003677]; chromosome segregation [GO:0007059]	chromosome segregation [GO:0007059]	chromosome [GO:0005694]	DNA binding [GO:0003677]	GO:0003677; GO:0005694; GO:0007059		arCOG01875;COG1475;	K03497;		PF02195;	nmr:Nmar_1331;		Nitrosopumilaceae	Nitrosopumilus		Nitrosopumilales	Thaumarchaeota	Nitrosopumilus maritimus	
arCOG01875		B6YUS1	B6YUS1_THEON	unreviewed	Chromosome partitioning protein							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	ton:TON_0620;	Thermococci	Thermococcaceae	Thermococcus		Thermococcales	Euryarchaeota	Thermococcus onnurineus	
arCOG01875		B7R3C5	B7R3C5_9EURY	unreviewed	Putative chromosome partitioning protein ParB-like protein							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	tha:TAM4_25;	Thermococci	Thermococcaceae	Thermococcus		Thermococcales	Euryarchaeota	Thermococcus sp. AM4	
arCOG01875		B8D503	B8D503_DESA1	unreviewed	ParB domain protein nuclease							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	dka:DKAM_0858;	Thermoprotei	Desulfurococcaceae	Desulfurococcus		Desulfurococcales	Crenarchaeota	Desulfurococcus amylolyticus	
arCOG01875		C5A1Z0	C5A1Z0_THEGJ	unreviewed	ParB-like nuclease, putative							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	tga:TGAM_1907;	Thermococci	Thermococcaceae	Thermococcus		Thermococcales	Euryarchaeota	Thermococcus gammatolerans	
arCOG01875		C6A2V8	C6A2V8_THESM	unreviewed	ParB-like nuclease, putative							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	tsi:TSIB_0895;	Thermococci	Thermococcaceae	Thermococcus		Thermococcales	Euryarchaeota	Thermococcus sibiricus	
arCOG01875		D5U2R6	D5U2R6_THEAM	unreviewed	ParB domain protein nuclease							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	tag:Tagg_1147;	Thermoprotei	Desulfurococcaceae	Thermosphaera		Desulfurococcales	Crenarchaeota	Thermosphaera aggregans	
arCOG01875		D7DB30	D7DB30_STAHD	unreviewed	ParB domain protein nuclease							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	shc:Shell_0238;	Thermoprotei	Desulfurococcaceae	Staphylothermus		Desulfurococcales	Crenarchaeota	Staphylothermus hellenicus	
arCOG01875		D9Q230	D9Q230_ACIS3	unreviewed	Uncharacterized protein							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	asc:ASAC_0963;	Thermoprotei	Acidilobaceae	Acidilobus		Acidilobales	Crenarchaeota	Acidilobus saccharovorans	
arCOG01875		E0SQU5	E0SQU5_IGNAA	unreviewed	ParB domain protein nuclease							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	iag:Igag_0323;	Thermoprotei	Desulfurococcaceae	Ignisphaera		Desulfurococcales	Crenarchaeota	Ignisphaera aggregans	
arCOG01875		E0SSJ4	E0SSJ4_IGNAA	unreviewed	ParB domain protein nuclease							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	iag:Igag_1782;	Thermoprotei	Desulfurococcaceae	Ignisphaera		Desulfurococcales	Crenarchaeota	Ignisphaera aggregans	
arCOG01875		E0SSJ5	E0SSJ5_IGNAA	unreviewed	Cysteine synthase (EC 2.5.1.47)	cysteine synthase activity [GO:0004124]			cysteine synthase activity [GO:0004124]	GO:0004124		arCOG01430;arCOG01875;COG0031;	K10150;	POG093Z060J;	PF00291;	iag:Igag_1783;	Thermoprotei	Desulfurococcaceae	Ignisphaera		Desulfurococcales	Crenarchaeota	Ignisphaera aggregans	
arCOG01875		E8R9N2	E8R9N2_DESM0	unreviewed	ParB domain protein nuclease							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	dmu:Desmu_0904;	Thermoprotei	Desulfurococcaceae	Desulfurococcus		Desulfurococcales	Crenarchaeota	Desulfurococcus mobilis	
arCOG01875		F0LL72	F0LL72_THEBM	unreviewed	Uncharacterized protein							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	tba:TERMP_00746;	Thermococci	Thermococcaceae	Thermococcus		Thermococcales	Euryarchaeota	Thermococcus barophilus	
arCOG01875		F0NIL6	F0NIL6_SULIR	unreviewed	ParB domain protein nuclease							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	sir:SiRe_1885;	Thermoprotei	Sulfolobaceae	Sulfolobus		Sulfolobales	Crenarchaeota	Sulfolobus islandicus	
arCOG01875		F4B6Q1	F4B6Q1_ACIHW	unreviewed	ParB domain protein nuclease							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	aho:Ahos_0573;	Thermoprotei	Sulfolobaceae	Acidianus		Sulfolobales	Crenarchaeota	Acidianus hospitalis	
arCOG01875		F4FYG6	F4FYG6_METCR	unreviewed	Nuclease							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	mcn:Mcup_0176;	Thermoprotei	Sulfolobaceae	Metallosphaera		Sulfolobales	Crenarchaeota	Metallosphaera cuprina	
arCOG01875		F4HN70	F4HN70_PYRSN	unreviewed	Uncharacterized protein							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	pyn:PNA2_1158;	Thermococci	Thermococcaceae	Pyrococcus		Thermococcales	Euryarchaeota	Pyrococcus sp. (strain NA2)	
arCOG01875		F8AEH4	F8AEH4_PYRYC	unreviewed	ParB-like nuclease, putative							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	pya:PYCH_19090;	Thermococci	Thermococcaceae	Pyrococcus		Thermococcales	Euryarchaeota	Pyrococcus yayanosii	
arCOG01875		F8D8H5	F8D8H5_HALXS	unreviewed	ParB domain protein nuclease	methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676]			methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0008168	36614;	arCOG00047;arCOG01875;ENOG4111J7X;		POG093Z0BV7;	PF02195;	hxa:Halxa_0966;	Halobacteria	Natrialbaceae	Halopiger		Natrialbales	Euryarchaeota	Halopiger xanaduensis	
arCOG01875		G0EHH7	G0EHH7_PYRF1	unreviewed	ParB domain protein nuclease							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	pfm:Pyrfu_0683;	Thermoprotei	Pyrodictiaceae	Pyrolobus		Desulfurococcales	Crenarchaeota	Pyrolobus fumarii	
arCOG01875		G0HLP2	G0HLP2_THES4	unreviewed	Chromosome partitioning protein ParB-like protein							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	the:GQS_01905;	Thermococci	Thermococcaceae	Thermococcus		Thermococcales	Euryarchaeota	Thermococcus sp. (strain CGMCC 1.5172 / 4557)	
arCOG01875		O58266	O58266_PYRHO	unreviewed	Uncharacterized protein							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	pho:PH0530;	Thermococci	Thermococcaceae	Pyrococcus		Thermococcales	Euryarchaeota	Pyrococcus horikoshii	
arCOG01875		P95946	P95946_SULSF	unreviewed	Chromosome partitioning protein ParB (Orf c04007 protein)							arCOG01875;COG1475;			PF02195;		Thermoprotei	Sulfolobaceae	Sulfolobus		Sulfolobales	Crenarchaeota	Sulfolobus solfataricus	
arCOG01875		Q4J8R0	Q4J8R0_SULAC	unreviewed	Conserved protein							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	sai:Saci_1498;	Thermoprotei	Sulfolobaceae	Sulfolobus		Sulfolobales	Crenarchaeota	Sulfolobus acidocaldarius	
arCOG01875		Q5JD03	Q5JD03_THEKO	unreviewed	Chromosome partitioning protein ParB homolog	nucleotide binding [GO:0000166]			nucleotide binding [GO:0000166]	GO:0000166		arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	tko:TK0378;	Thermococci	Thermococcaceae	Thermococcus		Thermococcales	Euryarchaeota	Thermococcus kodakarensis	
arCOG01875		Q7LXY1	Q7LXY1_SULSO	unreviewed	Uncharacterized protein							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	sso:SSO0115;	Thermoprotei	Sulfolobaceae	Sulfolobus		Sulfolobales	Crenarchaeota	Sulfolobus solfataricus	
arCOG01875		Q8U3S5	Q8U3S5_PYRFU	unreviewed	Uncharacterized protein							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	pfu:PF0380;	Thermococci	Thermococcaceae	Pyrococcus		Thermococcales	Euryarchaeota	Pyrococcus furiosus	
arCOG01875		Q971F1	Q971F1_SULTO	unreviewed	Uncharacterized protein							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	sto:STK_14020;	Thermoprotei	Sulfolobaceae	Sulfurisphaera		Sulfolobales	Crenarchaeota	Sulfurisphaera tokodaii	
arCOG01875		Q9UYJ2	Q9UYJ2_PYRAB	unreviewed	ParB-like nuclease, putative							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	pab:PAB1362;	Thermococci	Thermococcaceae	Pyrococcus		Thermococcales	Euryarchaeota	Pyrococcus abyssi	
arCOG01875		Q9YE68	Q9YE68_AERPE	unreviewed	Uncharacterized protein							arCOG01875;COG1475;		POG093Z0K9U;	PF02195;	ape:APE_0702.1;	Thermoprotei	Desulfurococcaceae	Aeropyrum		Desulfurococcales	Crenarchaeota	Aeropyrum pernix	
arCOG02626		A2SRQ7	A2SRQ7_METLZ	unreviewed	Restriction modification system DNA specificity domain	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	14707;	arCOG02626;COG0732;	K01154;	POG093Z0AB0;	PF01420;	mla:Mlab_0842;	Methanomicrobia	Methanocorpusculaceae	Methanocorpusculum		Methanomicrobiales	Euryarchaeota	Methanocorpusculum labreanum	
arCOG02626		A3CUH6	A3CUH6_METMJ	unreviewed	Restriction modification system DNA specificity domain	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	14785;	arCOG02626;COG0732;	K01154;	POG093Z0DR0;	PF01420;	mem:Memar_1093;	Methanomicrobia	Methanomicrobiaceae	Methanoculleus		Methanomicrobiales	Euryarchaeota	Methanoculleus marisnigri	
arCOG02626		A3DMK3	A3DMK3_STAMF	unreviewed	Restriction modification system DNA specificity domain	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	14818;	arCOG02626;COG0732;	K01154;	POG093Z0CLR;	PF01420;	smr:Smar_0762;	Thermoprotei	Desulfurococcaceae	Staphylothermus		Desulfurococcales	Crenarchaeota	Staphylothermus marinus	
arCOG02626		A4FXJ3	A4FXJ3_METM5	unreviewed	Restriction modification system DNA specificity domain	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	15006;	arCOG02626;COG0732;	K01154;	POG093Z0CLR;	PF01420;	mmq:MmarC5_0615;	Methanococci	Methanococcaceae	Methanococcus		Methanococcales	Euryarchaeota	Methanococcus maripaludis (Methanococcus deltae)	
arCOG02626		A4FXL8	A4FXL8_METM5	unreviewed	Restriction modification system DNA specificity domain	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	15010;	arCOG02626;COG0732;	K01154;	POG093Z0AB0;	PF01420;	mmq:MmarC5_0640;	Methanococci	Methanococcaceae	Methanococcus		Methanococcales	Euryarchaeota	Methanococcus maripaludis (Methanococcus deltae)	
arCOG02626		A4FZ34	A4FZ34_METM5	unreviewed	Restriction modification system DNA specificity domain	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	15015;	arCOG02626;COG0732;	K01154;	POG093Z0DR0;	PF01420;	mmq:MmarC5_1170;	Methanococci	Methanococcaceae	Methanococcus		Methanococcales	Euryarchaeota	Methanococcus maripaludis (Methanococcus deltae)	
arCOG02626		A5UJI4	A5UJI4_METS3	unreviewed	Predicted type I restriction-modification enzyme, subunit S	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	15572;	arCOG02626;COG0732;		POG093Z0CLR;	PF01420;	msi:Msm_0157;	Methanobacteria	Methanobacteriaceae	Methanobrevibacter		Methanobacteriales	Euryarchaeota	Methanobrevibacter smithii	
arCOG02626		A5UJI5	A5UJI5_METS3	unreviewed	Type I restriction-modification system methylase, subunit S	DNA binding [GO:0003677]; methyltransferase activity [GO:0008168]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]; methyltransferase activity [GO:0008168]	GO:0003677; GO:0006304; GO:0008168	15572;	arCOG02626;COG0732;	K01154;	POG093Z0CLR;	PF01420;	msi:Msm_0158;	Methanobacteria	Methanobacteriaceae	Methanobrevibacter		Methanobacteriales	Euryarchaeota	Methanobrevibacter smithii	
arCOG02626		A6UNC2	A6UNC2_METVS	unreviewed	Restriction modification system DNA specificity domain	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	15405;	arCOG02626;COG0732;	K01154;	POG093Z04OC;	PF01420;	mvn:Mevan_0080;	Methanococci	Methanococcaceae	Methanococcus		Methanococcales	Euryarchaeota	Methanococcus vannielii	
arCOG02626		A6UNV1	A6UNV1_METVS	unreviewed	Restriction modification system DNA specificity domain	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	15410;	arCOG02626;COG0732;	K01154;	POG093Z0AB0;	PF01420;	mvn:Mevan_0264;	Methanococci	Methanococcaceae	Methanococcus		Methanococcales	Euryarchaeota	Methanococcus vannielii	
arCOG02626		A6VF62	A6VF62_METM7	unreviewed	Restriction modification system DNA specificity domain	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	15714;	arCOG02626;COG0732;	K01154;	POG093Z06HC;	PF01420;	mmz:MmarC7_0016;	Methanococci	Methanococcaceae	Methanococcus		Methanococcales	Euryarchaeota	Methanococcus maripaludis (Methanococcus deltae)	
arCOG02626		A7I739	A7I739_METB6	unreviewed	Restriction modification system DNA specificity domain	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	15916;	arCOG02626;COG0732;	K01154;	POG093Z04OC;	PF01420;	mbn:Mboo_1032;	Methanomicrobia	Methanoregulaceae	Methanoregula		Methanomicrobiales	Euryarchaeota	Methanoregula boonei	
arCOG02626		A9A372	A9A372_NITMS	unreviewed	Restriction modification system DNA specificity domain	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	16741;	arCOG02626;COG0732;	K01154;		PF01420;	nmr:Nmar_0605;		Nitrosopumilaceae	Nitrosopumilus		Nitrosopumilales	Thaumarchaeota	Nitrosopumilus maritimus	
arCOG02626		A9A374	A9A374_NITMS	unreviewed	Restriction modification system DNA specificity domain	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	16739;	arCOG02626;COG0732;	K01154;		PF01420;	nmr:Nmar_0607;		Nitrosopumilaceae	Nitrosopumilus		Nitrosopumilales	Thaumarchaeota	Nitrosopumilus maritimus	
arCOG02626		A9A7U6	A9A7U6_METM6	unreviewed	Restriction modification system DNA specificity domain	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	16503;	arCOG02626;COG0732;	K01154;	POG093Z02LT;	PF01420;	mmx:MmarC6_0041;	Methanococci	Methanococcaceae	Methanococcus		Methanococcales	Euryarchaeota	Methanococcus maripaludis (Methanococcus deltae)	
arCOG02626		B7R237	B7R237_9EURY	unreviewed	Type I restriction-modification system specificity subunit S	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	40671;	arCOG02626;COG0732;	K01154;	POG093Z0CLR;	PF01420;	tha:TAM4_1757;	Thermococci	Thermococcaceae	Thermococcus		Thermococcales	Euryarchaeota	Thermococcus sp. AM4	
arCOG02626		B8GGK0	B8GGK0_METPE	unreviewed	Restriction modification system DNA specificity domain protein	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	19792;	arCOG02626;COG0732;	K01154;	POG093Z0252;	PF01420;	mpl:Mpal_0900;	Methanomicrobia	Methanoregulaceae	Methanosphaerula		Methanomicrobiales	Euryarchaeota	Methanosphaerula palustris	
arCOG02626		B8GH36	B8GH36_METPE	unreviewed	Restriction modification system DNA specificity subunit	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	19795;	arCOG02626;COG0732;	K01154;	POG093Z0AB0;	PF01420;	mpl:Mpal_1095;	Methanomicrobia	Methanoregulaceae	Methanosphaerula		Methanomicrobiales	Euryarchaeota	Methanosphaerula palustris	
arCOG02626		C6A4W8	C6A4W8_THESM	unreviewed	Putative type I specificity subunit HsdS	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	21170;	arCOG02626;COG0732;	K01154;	POG093Z0DJ3;	PF01420;	tsi:TSIB_1612;	Thermococci	Thermococcaceae	Thermococcus		Thermococcales	Euryarchaeota	Thermococcus sibiricus	
arCOG02626		C7NP00	C7NP00_HALUD	unreviewed	Restriction modification system DNA specificity domain protein	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	21670;	arCOG02626;COG0732;	K01154;	POG093Z03O1;	PF01420;	hut:Huta_0102;	Halobacteria	Haloarculaceae	Halorhabdus		Halobacteriales	Euryarchaeota	Halorhabdus utahensis	
arCOG02626		C7P6A9	C7P6A9_METFA	unreviewed	Restriction modification system DNA specificity domain protein	DNA binding [GO:0003677]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]	GO:0003677; GO:0006304	21667;	arCOG02626;COG0732;	K01154;	POG093Z0CLR;	PF01420;	mfe:Mefer_0253;	Methanococci	Methanocaldococcaceae	Methanocaldococcus		Methanococcales	Euryarchaeota	Methanocaldococcus fervens	
